From	To	Species	Gene Name
b0261	mmuM	Escherichia coli str. K-12 substr. MG1655	homocysteine S-methyltransferase(mmuM)
b0260	mmuP	Escherichia coli str. K-12 substr. MG1655	S-methyl-L-methionine transporter(mmuP)
b0019	nhaA	Escherichia coli str. K-12 substr. MG1655	Na(+):H(+) antiporter NhaA(nhaA)
b1106	thiK	Escherichia coli str. K-12 substr. MG1655	thiamine kinase(thiK)
b2679	proX	Escherichia coli str. K-12 substr. MG1655	glycine betaine ABC transporter periplasmic binding protein ProX(proX)
b3526	kdgK	Escherichia coli str. K-12 substr. MG1655	2-dehydro-3-deoxygluconokinase(kdgK)
b1107	nagZ	Escherichia coli str. K-12 substr. MG1655	beta-N-acetylglucosaminidase(nagZ)
b3528	dctA	Escherichia coli str. K-12 substr. MG1655	C4 dicarboxylate/orotate:H(+) symporter(dctA)
b1109	ndh	Escherichia coli str. K-12 substr. MG1655	NADH:quinone oxidoreductase II(ndh)
b2675	nrdE	Escherichia coli str. K-12 substr. MG1655	ribonucleoside-diphosphate reductase 2 subunit alpha(nrdE)
b1102	fhuE	Escherichia coli str. K-12 substr. MG1655	ferric coprogen/ferric rhodotorulic acid outer membrane transporter(fhuE)
b1103	hinT	Escherichia coli str. K-12 substr. MG1655	purine nucleoside phosphoramidase(hinT)
b2676	nrdF	Escherichia coli str. K-12 substr. MG1655	ribonucleoside-diphosphate reductase 2 subunit beta(nrdF)
b1587	ynfE	Escherichia coli str. K-12 substr. MG1655	putative selenate reductase YnfE(ynfE)
b0010	satP	Escherichia coli str. K-12 substr. MG1655	acetate/succinate:H(+) symporter(satP)
b2435	amiA	Escherichia coli str. K-12 substr. MG1655	N-acetylmuramoyl-L-alanine amidase A(amiA)
b2677	proV	Escherichia coli str. K-12 substr. MG1655	glycine betaine ABC transporter ATP binding subunit ProV(proV)
b0494	tesA	Escherichia coli str. K-12 substr. MG1655	multifunctional acyl-CoA thioesterase I and protease I and lysophospholipase L1(tesA)
b1588	ynfF	Escherichia coli str. K-12 substr. MG1655	putative selenate reductase YnfF(ynfF)
b2436	hemF	Escherichia coli str. K-12 substr. MG1655	coproporphyrinogen III oxidase(hemF)
b2678	proW	Escherichia coli str. K-12 substr. MG1655	glycine betaine ABC transporter membrane subunit ProW(proW)
b0493	ybbO	Escherichia coli str. K-12 substr. MG1655	NADP(+)-dependent aldehyde reductase YbbO(ybbO)
b1589	ynfG	Escherichia coli str. K-12 substr. MG1655	putative oxidoreductase YnfG(ynfG)
b3525	pdeH	Escherichia coli str. K-12 substr. MG1655	c-di-GMP phosphodiesterase PdeH(pdeH)
b2430	yfeW	Escherichia coli str. K-12 substr. MG1655	penicillin binding protein 4B(yfeW)
b1341	dgcM	Escherichia coli str. K-12 substr. MG1655	diguanylate cyclase DgcM(dgcM)
b2431	yfeX	Escherichia coli str. K-12 substr. MG1655	porphyrinogen peroxidase(yfeX)
b1584	speG	Escherichia coli str. K-12 substr. MG1655	spermidine N-acetyltransferase(speG)
b1101	ptsG	Escherichia coli str. K-12 substr. MG1655	glucose-specific PTS enzyme IIBC component(ptsG)
b3919	tpiA	Escherichia coli str. K-12 substr. MG1655	triose-phosphate isomerase(tpiA)
b3916	pfkA	Escherichia coli str. K-12 substr. MG1655	6-phosphofructokinase 1(pfkA)
b1737	chbC	Escherichia coli str. K-12 substr. MG1655	N,N'-diacetylchitobiose-specific PTS enzyme IIC component(chbC)
b3915	fieF	Escherichia coli str. K-12 substr. MG1655	Zn(2(+))/Fe(2(+))/Cd(2(+)) exporter(fieF)
b2827	thyA	Escherichia coli str. K-12 substr. MG1655	thymidylate synthase(thyA)
b0888	trxB	Escherichia coli str. K-12 substr. MG1655	thioredoxin reductase(trxB)
b0404	acpH	Escherichia coli str. K-12 substr. MG1655	acyl carrier protein phosphodiesterase(acpH)
b1738	chbB	Escherichia coli str. K-12 substr. MG1655	N,N'-diacetylchitobiose-specific PTS enzyme IIB component(chbB)
b3918	cdh	Escherichia coli str. K-12 substr. MG1655	CDP-diacylglycerol diphosphatase(cdh)
b0887	cydD	Escherichia coli str. K-12 substr. MG1655	glutathione/L-cysteine ABC exporter subunit CydD(cydD)
b0403	malZ	Escherichia coli str. K-12 substr. MG1655	maltodextrin glucosidase(malZ)
b3917	sbp	Escherichia coli str. K-12 substr. MG1655	sulfate/thiosulfate ABC transporter periplasmic binding protein Sbp(sbp)
b0402	proY	Escherichia coli str. K-12 substr. MG1655	putative transporter ProY(proY)
b0886	cydC	Escherichia coli str. K-12 substr. MG1655	glutathione/L-cysteine ABC exporter subunit CydC(cydC)
b1733	chbG	Escherichia coli str. K-12 substr. MG1655	chitooligosaccharide monodeacetylase ChbG(chbG)
b1734	chbF	Escherichia coli str. K-12 substr. MG1655	monoacetylchitobiose-6-phosphate hydrolase(chbF)
b1736	chbA	Escherichia coli str. K-12 substr. MG1655	N,N'-diacetylchitobiose-specific PTS enzyme IIA component(chbA)
b1732	katE	Escherichia coli str. K-12 substr. MG1655	catalase HPII(katE)
b0401	brnQ	Escherichia coli str. K-12 substr. MG1655	branched chain amino acid transporter BrnQ(brnQ)
b0641	lptE	Escherichia coli str. K-12 substr. MG1655	lipopolysaccharide assembly protein LptE(lptE)
b3909	kdgT	Escherichia coli str. K-12 substr. MG1655	2-dehydro-3-deoxy-D-gluconate:H(+) symporter(kdgT)
b3908	sodA	Escherichia coli str. K-12 substr. MG1655	superoxide dismutase (Mn)(sodA)
b3904	rhaB	Escherichia coli str. K-12 substr. MG1655	rhamnulokinase(rhaB)
b0635	mrdA	Escherichia coli str. K-12 substr. MG1655	peptidoglycan DD-transpeptidase MrdA(mrdA)
b1727	hxpB	Escherichia coli str. K-12 substr. MG1655	hexitol phosphatase B(hxpB)
b3907	rhaT	Escherichia coli str. K-12 substr. MG1655	rhamnose/lyxose:H(+) symporter(rhaT)
b2817	amiC	Escherichia coli str. K-12 substr. MG1655	N-acetylmuramoyl-L-alanine amidase C(amiC)
b2818	argA	Escherichia coli str. K-12 substr. MG1655	N-acetylglutamate synthase(argA)
b0875	aqpZ	Escherichia coli str. K-12 substr. MG1655	water channel AqpZ(aqpZ)
b1723	pfkB	Escherichia coli str. K-12 substr. MG1655	6-phosphofructokinase 2(pfkB)
b0639	nadD	Escherichia coli str. K-12 substr. MG1655	nicotinate-nucleotide adenylyltransferase(nadD)
b3903	rhaA	Escherichia coli str. K-12 substr. MG1655	L-rhamnose isomerase(rhaA)
b2813	mltA	Escherichia coli str. K-12 substr. MG1655	membrane-bound lytic murein transglycosylase A(mltA)
b0638	cobC	Escherichia coli str. K-12 substr. MG1655	putative adenosylcobalamin phosphatase/alpha-ribazole phosphatase(cobC)
b3902	rhaD	Escherichia coli str. K-12 substr. MG1655	rhamnulose-1-phosphate aldolase(rhaD)
b1967	hchA	Escherichia coli str. K-12 substr. MG1655	protein/nucleic acid deglycase 1(hchA)
b0870	ltaE	Escherichia coli str. K-12 substr. MG1655	low-specificity L-threonine aldolase(ltaE)
b2810	csdA	Escherichia coli str. K-12 substr. MG1655	cysteine sulfinate desulfinase(csdA)
b0874	lysO	Escherichia coli str. K-12 substr. MG1655	L-lysine/thialysine exporter(lysO)
b0632	dacA	Escherichia coli str. K-12 substr. MG1655	D-alanyl-D-alanine carboxypeptidase DacA(dacA)
b0630	lipB	Escherichia coli str. K-12 substr. MG1655	lipoyl(octanoyl) transferase(lipB)
b0871	poxB	Escherichia coli str. K-12 substr. MG1655	pyruvate oxidase(poxB)
b0867	amiD	Escherichia coli str. K-12 substr. MG1655	N-acetylmuramoyl-L-alanine amidase D(amiD)
b0624	crcB	Escherichia coli str. K-12 substr. MG1655	F(-) channel protein(crcB)
b0622	pagP	Escherichia coli str. K-12 substr. MG1655	Lipid A palmitoyltransferase(pagP)
b0864	artP	Escherichia coli str. K-12 substr. MG1655	L-arginine ABC transporter ATP binding subunit(artP)
b2800	fucA	Escherichia coli str. K-12 substr. MG1655	L-fuculose-phosphate aldolase(fucA)
b1711	btuC	Escherichia coli str. K-12 substr. MG1655	vitamin B12 ABC transporter membrane subunit(btuC)
b0628	lipA	Escherichia coli str. K-12 substr. MG1655	lipoyl synthase(lipA)
b2801	fucP	Escherichia coli str. K-12 substr. MG1655	L-fucose:H(+) symporter(fucP)
b2802	fucI	Escherichia coli str. K-12 substr. MG1655	L-fucose isomerase(fucI)
b2803	fucK	Escherichia coli str. K-12 substr. MG1655	L-fuculokinase(fucK)
b1710	btuE	Escherichia coli str. K-12 substr. MG1655	thioredoxin/glutathione peroxidase BtuE(btuE)
b0863	artI	Escherichia coli str. K-12 substr. MG1655	putative ABC transporter periplasmic binding protein ArtI(artI)
b0621	dcuC	Escherichia coli str. K-12 substr. MG1655	anaerobic C4-dicarboxylate transporter DcuC(dcuC)
b0862	artQ	Escherichia coli str. K-12 substr. MG1655	L-arginine ABC transporter membrane subunit ArtQ(artQ)
b0861	artM	Escherichia coli str. K-12 substr. MG1655	L-arginine ABC transporter membrane subunit ArtM(artM)
b0860	artJ	Escherichia coli str. K-12 substr. MG1655	L-arginine ABC transporter periplasmic binding protein(artJ)
b1709	btuD	Escherichia coli str. K-12 substr. MG1655	vitamin B12 ABC transporter ATP binding subunit(btuD)
b1704	aroH	Escherichia coli str. K-12 substr. MG1655	3-deoxy-7-phosphoheptulonate synthase, Trp-sensitive(aroH)
b0614	citX	Escherichia coli str. K-12 substr. MG1655	apo-citrate lyase phosphoribosyl-dephospho-CoA transferase(citX)
b0856	potH	Escherichia coli str. K-12 substr. MG1655	putrescine ABC transporter membrane subunit PotH(potH)
b0613	citG	Escherichia coli str. K-12 substr. MG1655	triphosphoribosyl-dephospho-CoA synthase(citG)
b0855	potG	Escherichia coli str. K-12 substr. MG1655	putrescine ABC transporter ATP binding subunit(potG)
b0612	citT	Escherichia coli str. K-12 substr. MG1655	citrate:succinate antiporter(citT)
b0854	potF	Escherichia coli str. K-12 substr. MG1655	putrescine ABC transporter periplasmic binding protein(potF)
b1701	fadK	Escherichia coli str. K-12 substr. MG1655	short chain acyl-CoA synthetase(fadK)
b0617	citD	Escherichia coli str. K-12 substr. MG1655	citrate lyase acyl carrier protein(citD)
b1702	ppsA	Escherichia coli str. K-12 substr. MG1655	phosphoenolpyruvate synthetase(ppsA)
b0616	citE	Escherichia coli str. K-12 substr. MG1655	citrate lyase beta subunit(citE)
b0615	citF	Escherichia coli str. K-12 substr. MG1655	citrate lyase alpha subunit(citF)
b0857	potI	Escherichia coli str. K-12 substr. MG1655	putrescine ABC transporter membrane subunit PotI(potI)
b0207	dkgB	Escherichia coli str. K-12 substr. MG1655	methylglyoxal reductase DkgB(dkgB)
b1539	ydfG	Escherichia coli str. K-12 substr. MG1655	3-hydroxy acid dehydrogenase YdfG(ydfG)
b3959	argB	Escherichia coli str. K-12 substr. MG1655	acetylglutamate kinase(argB)
b0446	cof	Escherichia coli str. K-12 substr. MG1655	HMP-PP phosphatase(cof)
b0688	pgm	Escherichia coli str. K-12 substr. MG1655	phosphoglucomutase(pgm)
b3714	adeP	Escherichia coli str. K-12 substr. MG1655	adenine:H(+) symporter(adeP)
b3956	ppc	Escherichia coli str. K-12 substr. MG1655	phosphoenolpyruvate carboxylase(ppc)
b2866	xdhA	Escherichia coli str. K-12 substr. MG1655	putative xanthine dehydrogenase molybdenum-binding subunit XdhA(xdhA)
b1535	dgcZ	Escherichia coli str. K-12 substr. MG1655	diguanylate cyclase DgcZ(dgcZ)
b3713	yieF	Escherichia coli str. K-12 substr. MG1655	quinone reductase(yieF)
b1778	msrB	Escherichia coli str. K-12 substr. MG1655	methionine sulfoxide reductase B(msrB)
b2867	xdhB	Escherichia coli str. K-12 substr. MG1655	putative xanthine dehydrogenase FAD-binding subunit XdhB(xdhB)
b3958	argC	Escherichia coli str. K-12 substr. MG1655	N-acetylglutamylphosphate reductase(argC)
b2868	xdhC	Escherichia coli str. K-12 substr. MG1655	putative xanthine dehydrogenase iron-sulfur-binding subunit XdhC(xdhC)
b1779	gapA	Escherichia coli str. K-12 substr. MG1655	glyceraldehyde-3-phosphate dehydrogenase A(gapA)
b3715	yieH	Escherichia coli str. K-12 substr. MG1655	6-phosphogluconate phosphatase(yieH)
b3957	argE	Escherichia coli str. K-12 substr. MG1655	acetylornithine deacetylase(argE)
b3952	pflC	Escherichia coli str. K-12 substr. MG1655	putative pyruvate formate-lyase 2 activating enzyme PflC(pflC)
b3951	pflD	Escherichia coli str. K-12 substr. MG1655	putative formate acetyltransferase 2(pflD)
b0681	chiP	Escherichia coli str. K-12 substr. MG1655	chitooligosaccharide outer membrane channel(chiP)
b1533	eamA	Escherichia coli str. K-12 substr. MG1655	cysteine/O-acetylserine exporter EamA(eamA)
b0444	queC	Escherichia coli str. K-12 substr. MG1655	7-cyano-7-deazaguanine synthase(queC)
b1771	ydjG	Escherichia coli str. K-12 substr. MG1655	NADH-dependent methylglyoxal reductase(ydjG)
b0200	gmhB	Escherichia coli str. K-12 substr. MG1655	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase(gmhB)
b0684	fldA	Escherichia coli str. K-12 substr. MG1655	flavodoxin 1(fldA)
b1528	ydeA	Escherichia coli str. K-12 substr. MG1655	L-arabinose exporter(ydeA)
b0679	nagE	Escherichia coli str. K-12 substr. MG1655	N-acetylglucosamine-specific PTS enzyme IIABC component(nagE)
b0678	nagB	Escherichia coli str. K-12 substr. MG1655	glucosamine-6-phosphate deaminase(nagB)
b3709	tnaB	Escherichia coli str. K-12 substr. MG1655	tryptophan:H(+) symporter TnaB(tnaB)
b0677	nagA	Escherichia coli str. K-12 substr. MG1655	N-acetylglucosamine-6-phosphate deacetylase(nagA)
b3708	tnaA	Escherichia coli str. K-12 substr. MG1655	tryptophanase(tnaA)
b3945	gldA	Escherichia coli str. K-12 substr. MG1655	L-1,2-propanediol dehydrogenase/glycerol dehydrogenase(gldA)
b1524	glsB	Escherichia coli str. K-12 substr. MG1655	glutaminase 2(glsB)
b1767	ansA	Escherichia coli str. K-12 substr. MG1655	L-asparaginase 1(ansA)
b1525	sad	Escherichia coli str. K-12 substr. MG1655	succinate semialdehyde dehydrogenase (NAD(P)(+)) Sad(sad)
b1768	pncA	Escherichia coli str. K-12 substr. MG1655	nicotinamidase(pncA)
b2615	nadK	Escherichia coli str. K-12 substr. MG1655	NAD kinase(nadK)
b3946	fsaB	Escherichia coli str. K-12 substr. MG1655	fructose-6-phosphate aldolase 2(fsaB)
b3941	metF	Escherichia coli str. K-12 substr. MG1655	5,10-methylenetetrahydrofolate reductase(metF)
b0430	cyoC	Escherichia coli str. K-12 substr. MG1655	cytochrome bo3 subunit 3(cyoC)
b3940	metL	Escherichia coli str. K-12 substr. MG1655	fused aspartate kinase/homoserine dehydrogenase 2(metL)
b1521	uxaB	Escherichia coli str. K-12 substr. MG1655	tagaturonate reductase(uxaB)
b3943	yijE	Escherichia coli str. K-12 substr. MG1655	cystine exporter(yijE)
b1764	selD	Escherichia coli str. K-12 substr. MG1655	selenide, water dikinase(selD)
b3942	katG	Escherichia coli str. K-12 substr. MG1655	catalase/hydroperoxidase HPI(katG)
b0433	ampG	Escherichia coli str. K-12 substr. MG1655	muropeptide:H(+) symporter(ampG)
b0675	umpH	Escherichia coli str. K-12 substr. MG1655	UMP phosphatase(umpH)
b0432	cyoA	Escherichia coli str. K-12 substr. MG1655	cytochrome bo3 subunit 2(cyoA)
b0674	asnB	Escherichia coli str. K-12 substr. MG1655	asparagine synthetase B(asnB)
b1761	gdhA	Escherichia coli str. K-12 substr. MG1655	glutamate dehydrogenase(gdhA)
b0431	cyoB	Escherichia coli str. K-12 substr. MG1655	cytochrome bo3 subunit 1(cyoB)
b1759	nudG	Escherichia coli str. K-12 substr. MG1655	5-hydroxy-CTP diphosphatase(nudG)
b1517	lsrF	Escherichia coli str. K-12 substr. MG1655	3-hydroxy-2,4-pentadione 5-phosphate thiolase(lsrF)
b1518	lsrG	Escherichia coli str. K-12 substr. MG1655	(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase(lsrG)
b0425	panE	Escherichia coli str. K-12 substr. MG1655	2-dehydropantoate 2-reductase(panE)
b1519	tam	Escherichia coli str. K-12 substr. MG1655	trans-aconitate 2-methyltransferase(tam)
b3939	metB	Escherichia coli str. K-12 substr. MG1655	O-succinylhomoserine(thiol)-lyase/O-succinylhomoserine lyase(metB)
b1513	lsrA	Escherichia coli str. K-12 substr. MG1655	Autoinducer-2 ABC transporter ATP binding subunit(lsrA)
b1514	lsrC	Escherichia coli str. K-12 substr. MG1655	Autoinducer-2 ABC transporter membrane subunit LsrC(lsrC)
b1515	lsrD	Escherichia coli str. K-12 substr. MG1655	Autoinducer-2 ABC transporter membrane subunit LsrD(lsrD)
b0429	cyoD	Escherichia coli str. K-12 substr. MG1655	cytochrome bo3 subunit 4(cyoD)
b0428	cyoE	Escherichia coli str. K-12 substr. MG1655	heme O synthase(cyoE)
b1516	lsrB	Escherichia coli str. K-12 substr. MG1655	Autoinducer-2 ABC transporter periplasmic binding protein(lsrB)
b3930	menA	Escherichia coli str. K-12 substr. MG1655	1,4-dihydroxy-2-naphthoate octaprenyltransferase(menA)
b1993	cobU	Escherichia coli str. K-12 substr. MG1655	cobinamide-P guanylyltransferase/cobinamide kinase(cobU)
b2841	araE	Escherichia coli str. K-12 substr. MG1655	arabinose:H(+) symporter(araE)
b2600	tyrA	Escherichia coli str. K-12 substr. MG1655	fused chorismate mutase/prephenate dehydrogenase(tyrA)
b2842	kduD	Escherichia coli str. K-12 substr. MG1655	putative 2-keto-3-deoxy-D-gluconate dehydrogenase(kduD)
b1511	lsrK	Escherichia coli str. K-12 substr. MG1655	autoinducer-2 kinase(lsrK)
b2601	aroF	Escherichia coli str. K-12 substr. MG1655	3-deoxy-7-phosphoheptulonate synthase, Tyr-sensitive(aroF)
b2843	kduI	Escherichia coli str. K-12 substr. MG1655	5-dehydro-4-deoxy-D-glucuronate isomerase(kduI)
b0423	thiI	Escherichia coli str. K-12 substr. MG1655	tRNA uridine 4-sulfurtransferase(thiI)
b1990	ldtA	Escherichia coli str. K-12 substr. MG1655	L,D-transpeptidase LdtA(ldtA)
b1991	cobT	Escherichia coli str. K-12 substr. MG1655	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase(cobT)
b0421	ispA	Escherichia coli str. K-12 substr. MG1655	geranyl diphosphate/farnesyl diphosphate synthase(ispA)
b1992	cobS	Escherichia coli str. K-12 substr. MG1655	cobalamin 5'-phosphate synthase(cobS)
b0420	dxs	Escherichia coli str. K-12 substr. MG1655	1-deoxy-D-xylulose-5-phosphate synthase(dxs)
b0662	ubiF	Escherichia coli str. K-12 substr. MG1655	3-demethoxyubiquinol 3-hydroxylase(ubiF)
b1748	astC	Escherichia coli str. K-12 substr. MG1655	succinylornithine transaminase(astC)
b3927	glpF	Escherichia coli str. K-12 substr. MG1655	glycerol facilitator(glpF)
b0657	lnt	Escherichia coli str. K-12 substr. MG1655	apolipoprotein N-acyltransferase(lnt)
b3926	glpK	Escherichia coli str. K-12 substr. MG1655	glycerol kinase(glpK)
b0415	ribE	Escherichia coli str. K-12 substr. MG1655	6,7-dimethyl-8-ribityllumazine synthase(ribE)
b2838	lysA	Escherichia coli str. K-12 substr. MG1655	diaminopimelate decarboxylase(lysA)
b0414	ribD	Escherichia coli str. K-12 substr. MG1655	fused diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase(ribD)
b0655	gltI	Escherichia coli str. K-12 substr. MG1655	glutamate/aspartate ABC transporter periplasmic binding protein(gltI)
b1744	astE	Escherichia coli str. K-12 substr. MG1655	succinylglutamate desuccinylase(astE)
b1745	astB	Escherichia coli str. K-12 substr. MG1655	N-succinylarginine dihydrolase(astB)
b1746	astD	Escherichia coli str. K-12 substr. MG1655	aldehyde dehydrogenase(astD)
b3925	glpX	Escherichia coli str. K-12 substr. MG1655	fructose-1,6-bisphosphatase 2(glpX)
b2835	lplT	Escherichia coli str. K-12 substr. MG1655	lysophospholipid transporter(lplT)
b0418	pgpA	Escherichia coli str. K-12 substr. MG1655	phosphatidylglycerophosphatase A(pgpA)
b1747	astA	Escherichia coli str. K-12 substr. MG1655	arginine N-succinyltransferase(astA)
b3924	fpr	Escherichia coli str. K-12 substr. MG1655	flavodoxin/ferredoxin-NADP(+) reductase(fpr)
b2836	aas	Escherichia coli str. K-12 substr. MG1655	fused 2-acylglycerophospho-ethanolamine acyltransferase/acyl-acyl carrier protein synthetase(aas)
b0417	thiL	Escherichia coli str. K-12 substr. MG1655	thiamine monophosphate kinase(thiL)
b1982	amn	Escherichia coli str. K-12 substr. MG1655	AMP nucleosidase(amn)
b1740	nadE	Escherichia coli str. K-12 substr. MG1655	NH3-dependent NAD(+) synthetase(nadE)
b0650	hscC	Escherichia coli str. K-12 substr. MG1655	chaperone protein HscC(hscC)
b1985	yeeO	Escherichia coli str. K-12 substr. MG1655	FMN/FAD exporter(yeeO)
b0654	gltJ	Escherichia coli str. K-12 substr. MG1655	glutamate/aspartate ABC transporter membrane subunit GltJ(gltJ)
b0896	dmsC	Escherichia coli str. K-12 substr. MG1655	dimethyl sulfoxide reductase subunit C(dmsC)
b0411	tsx	Escherichia coli str. K-12 substr. MG1655	nucleoside-specific channel-forming protein Tsx(tsx)
b0653	gltK	Escherichia coli str. K-12 substr. MG1655	glutamate/aspartate ABC transporter membrane subunit GltK(gltK)
b0895	dmsB	Escherichia coli str. K-12 substr. MG1655	dimethyl sulfoxide reductase subunit B(dmsB)
b0652	gltL	Escherichia coli str. K-12 substr. MG1655	glutamate/aspartate ABC transporter ATP binding subunit(gltL)
b0894	dmsA	Escherichia coli str. K-12 substr. MG1655	dimethyl sulfoxide reductase subunit A(dmsA)
b1981	shiA	Escherichia coli str. K-12 substr. MG1655	shikimate:H(+) symporter(shiA)
b0651	rihA	Escherichia coli str. K-12 substr. MG1655	pyrimidine-specific ribonucleoside hydrolase RihA(rihA)
